fold,train_mse,test_mse,train_mse_dummy,test_mse_dummy
0,0.0016771554720100262,0.0045845852591343255,0.018957609846229895,0.0010110527436882808
1,0.0017442791330782286,7.637604899755565e-05,0.018980083039456454,0.00011212501462606783
2,0.0017016412961635464,0.0034513621338022665,0.018909685005129847,0.0029280463876903357
3,0.0016094594859347795,0.006483184670341222,0.018865097783843605,0.004711535239139887
4,0.0018102103052802005,0.003656583119888872,0.018969415531768726,0.0005388253221352426
5,0.0017984544537896364,9.1922567430505e-05,0.018971790887946385,0.0004438110750287677
6,0.0017889089399177238,0.01142267366865027,0.018846537946676286,0.005453928725832647
7,0.0015686234172659597,0.034510730278527545,0.017958374145444128,0.040980480775118754
8,0.0015658151082883188,0.0010761819650890667,0.01890128000440248,0.0032642464167849223
9,0.0016024402866661493,0.0017775432713734512,0.018867563441760857,0.0046129089224498125
10,0.0016600327227384581,0.005127407223467631,0.018973346974841692,0.0003815675992163479
11,0.0015973957617972977,0.075636420749168,0.018882570207259704,0.004012638302495912
12,0.0016530961664530332,0.16232848383115714,0.018954154746385392,0.00114925673746832
13,0.0016302421022918912,0.0015538483515585076,0.018958017857800148,0.0009947322808781525
14,0.0015920916535702568,0.0006429082947286409,0.018837612300442123,0.005810954575199224
15,0.0016474989762141879,0.000841040204592406,0.018935588666234057,0.0018918999435217354
16,0.0015991397913578552,0.003419459458861925,0.018331195736692407,0.026067617125187882
17,0.0015303529875843695,0.005022505261796728,0.01890004721273054,0.0033135580836623946
18,0.0016196148118397052,0.00011452154264580101,0.018848483050980868,0.005376124553649584
19,0.00162441239301622,8.290548072354078e-07,0.018907248980036293,0.0030254873914325455
20,0.0016146894181217214,0.0002687348680731284,0.018978663341430665,0.00016891293565741286
21,0.0016069310849851914,0.004281496774405407,0.0189083629751802,0.002980927585676193
22,0.0015950366476396897,1.1767632270578236e-05,0.018957796267839656,0.0010035958792981847
23,0.0014957858517443473,0.00022138220868017853,0.01898247544203045,1.642891166608076e-05
24,0.001552300817520053,0.0030802275662015774,0.018658308879761148,0.01298309140243845
25,0.0015943845237617257,0.03473615210819705,0.01663959263252794,0.09373174129176642
26,0.0014155495006118002,0.09532765197764827,0.013246803699231705,0.22944329862361612
27,0.0012700149705467524,0.0899553065564558,0.012394156694851796,0.26354917879881223
28,0.0014488927260130962,0.0002545578545227591,0.018966854025991436,0.0006412855532268134
29,0.001438919092328753,0.005703340612104529,0.018660654879867268,0.012889251398193555
30,0.0015123595268232504,1.4333770072102475e-05,0.0189575631205329,0.0010129217715682598
31,0.0015212282683060242,0.004590834946263544,0.01881237456850329,0.006820463852752485
32,0.0014300749741978716,0.0063831852300466,0.018866231228135393,0.004666197467468359
33,0.0015156081606310851,0.00010733408438686757,0.018878592187106767,0.004171759108613534
34,0.0014588881195271553,0.00037629625025192414,0.0189828861496741,6.059204221622704e-10
35,0.0014956321303739972,0.005245111969943513,0.018979942277999033,0.00011775547292288773
36,0.0015022206639817507,0.00942271240350434,0.018373310412804027,0.02438303008072271
37,0.0015278121894524946,1.2875840710146367e-05,0.018970997375140845,0.0004755515872501735
38,0.001569566712267257,0.0002642292063000161,0.018931386550610007,0.002059984568483714
39,0.0015170085877523791,0.00267251059184877,0.01894316368188864,0.0015888993173383485
