fold,train_mse,test_mse,train_mse_dummy,test_mse_dummy
0,0.0002383077607830704,0.019333004249219538,0.006070646688620775,3.511613007109346e-08
1,0.00031839533790066813,0.00023101271476188903,0.00595437567443872,0.004650875683412315
2,0.00032821062669505485,5.337687412489828e-05,0.005947088084112244,0.004942379296471351
3,0.00031192559361029114,1.6765780620309504e-06,0.0060394334401126775,0.001248565056454055
4,0.00029207788537344005,1.1885451196122435e-05,0.005935006190498928,0.005425655041004018
5,0.0002259768228332556,0.015868834230322492,0.004900893997533814,0.046790142759608536
6,0.00031070746007251477,5.040884615743386e-05,0.005942746718081649,0.005116033937695121
7,0.00032629460339103227,0.00018698824504617976,0.005970679826280928,0.0039987096097240625
8,0.0003274811944172406,0.0010176272712075865,0.005878067675085536,0.007703195657539658
9,0.0002927889317436205,2.8911314847317534e-05,0.006038937619107044,0.0012683978966794034
10,0.0003218737630266235,4.523667525077613e-05,0.005616544482393006,0.01816412336524094
11,0.00031275912815188306,0.0009560529504641972,0.005939934045691385,0.005228540833305744
12,0.0003085366427789951,0.0017621759223586705,0.005892620502799209,0.00712108254899279
13,0.00032455174489695224,0.0014172997509858836,0.005934601860100998,0.005441828256921249
14,0.0003105959041961741,0.0014036242943630383,0.006067543567455868,0.00012415996272639862
15,0.00034586931670862537,0.0023711964985796527,0.006024737865460764,0.0018363880425305414
16,0.00031275656796618436,0.0003885766130092864,0.005878798123984731,0.007673977701571932
17,0.0003283636582493348,2.6575948426425214e-06,0.006013241164958655,0.002296256062614931
18,0.00035378211466437616,0.00012368348125630236,0.006065415745914922,0.00020927282436432505
19,0.00033294270353477294,3.8325931268785424e-05,0.0059659093855601725,0.004189527238554264
20,0.00032733060238514114,9.792513722802985e-05,0.005933676024800131,0.005478861668955918
21,0.00032811650257049974,0.00017220885527133702,0.006001432669042206,0.002768595899272805
22,0.0003192492334721099,0.00013278913938585474,0.0060628418919810596,0.00031222698171874306
23,0.0003196541051026894,1.6910189281383826e-05,0.006009533776153079,0.0024445516148379623
24,0.00031289731070702605,0.0009537605819379553,0.006031158386980482,0.0015795671817418642
25,0.00031346532231989356,0.0013214011696383301,0.006048407957625061,0.0008895843559587056
26,0.00032513162600958834,0.0018120354746635424,0.006067137996349176,0.00014038280699410567
27,0.0003037807738354789,0.0003289389120031289,0.005989333345872296,0.003252568826069239
28,0.00029650441066715735,9.598565094593359e-06,0.005942438427511974,0.005128365560482206
29,0.0002950681027169611,0.003741219819816718,0.006070293781201741,1.415141289151381e-05
30,0.00028209263745950837,0.00031039338648695914,0.006036581757641482,0.0013626323553018196
31,0.0002839725791168884,7.307837874069717e-07,0.005949425673292747,0.004848875729251238
32,0.00029313019650448196,4.7388565970969785e-05,0.005928411194500942,0.005689454880923499
33,0.0002843581864564164,3.2763298273985956e-07,0.005947561635768977,0.004923437230202005
34,0.000301866315148762,3.7416425010537474e-05,0.006038437158706562,0.0012884163126987327
35,0.00026747251730867294,0.006096111882358436,0.006023117383859457,0.00190120730658289
36,0.000221788544610151,0.00748429192054953,0.005632635321709831,0.017520489792567893
37,0.00023849511957032958,0.019979033976214988,0.00506238240539645,0.04033060644510313
38,0.00026672128581642325,0.002772932578834719,0.005737215327759495,0.013337289550581322
39,0.00028929813695604677,0.005727693983288545,0.00601035269018106,0.002411795053718731
