fold,train_mse,test_mse,train_mse_dummy,test_mse_dummy
0,0.00035193326211827513,0.043992797248044516,0.008204233581042155,0.001348662127590082
1,0.00049792173557151,0.002118078562033347,0.008128326689521079,0.004384937788433039
2,0.0005333777293688792,7.326210629509213e-05,0.008100924373866388,0.005481030414620726
3,0.0005341855082559246,9.953052462436839e-05,0.008207207343944305,0.0012297116115040242
4,0.0004550773900128698,0.003835451674280921,0.00799661344637049,0.009653467514456691
5,0.00041293216509844254,0.016482352021499443,0.006665799407329349,0.06288602907610227
6,0.0005036956918138722,5.434365570693765e-05,0.008097223600423182,0.005629061352348935
7,0.0004789537305436338,0.0028818814833949636,0.008125666977525614,0.004491326268251637
8,0.00047565512965535157,0.00022167658642839429,0.007883798068987301,0.014166082609784235
9,0.00046680086755872166,0.0005171453381157416,0.008209685192631502,0.0011305976640161638
10,0.0004902456080328073,0.0007192070203703608,0.007448560620156597,0.03157558056301235
11,0.0004913387576877448,1.272357288980489e-07,0.007961130396321865,0.011072789516401694
12,0.0005207787702198158,0.000994000900863575,0.008053299153494363,0.007386039229501728
13,0.0005105851156739786,0.0010780776197499358,0.008109314965064946,0.0051454067666784715
14,0.00048222434688577245,5.317475058888082e-05,0.008237105247920876,3.379545244115706e-05
15,0.00044145044708369653,0.009427972464850012,0.008132711701252831,0.004209537319163041
16,0.00041967652621000104,0.006350716342208612,0.007956736161114785,0.011248558924684796
17,0.0004657497255759545,4.6794471696711834e-05,0.00819456734245428,0.0017353116711050413
18,0.00045923469240773563,0.0005584356876579578,0.00823794780563232,9.314398350199623e-08
19,0.00047763755209695,8.684725691586825e-05,0.00813020318177077,0.004309878098445477
20,0.00047806167735107253,5.5913261205655824e-05,0.008091360706660626,0.0058635771028512015
21,0.0004752959095566103,0.0009517909150341485,0.008156609471932788,0.0032536264919646772
22,0.0004778692978993326,0.0005338768065036951,0.0082250040645562,0.0005178427870282941
23,0.00047847901163068933,2.118541311023166e-05,0.008180773546353529,0.0022870635151351257
24,0.0004792424280858507,0.0002896561063959339,0.008237325553738987,2.498321971675277e-05
25,0.00046103461684362493,0.00030961104328085806,0.008151185754385096,0.003470575193872377
26,0.0004850073823550875,0.0008129983030522242,0.0081300090316873,0.004317644101784336
27,0.0004704064021886892,0.012235495153141365,0.008196939058520532,0.0016404430284549193
28,0.00046479512684276583,0.0004930018620587552,0.008097524991226542,0.005617005720214556
29,0.000475184910503454,0.003011535858458324,0.00823682430295396,4.503325111775804e-05
30,0.0005082429618796142,0.00021134101661975183,0.008201829853205512,0.0014448112410558004
31,0.0005024083823236621,1.3646384049873993e-07,0.008109110378024456,0.00515359024829792
32,0.00048693950373888116,7.57151407003369e-05,0.008086844397186085,0.006044229481832901
33,0.0004917507471599727,2.598977009918939e-05,0.008090215063972853,0.005909402810362161
34,0.0004901305169032548,5.837819814987885e-05,0.008229617660866877,0.00033329893460110776
35,0.00046374425908239186,0.00779317163832136,0.008230737075348129,0.0002885223553511031
36,0.00043974892731050514,0.01335764620593396,0.00775581940134709,0.01928522931539265
37,0.000445414474516907,0.013067955225031163,0.006826912811466612,0.05644149291061179
38,0.0004722495974558806,0.008276219994503968,0.007738476880379797,0.019978930154084338
39,0.00046964055778759406,0.009268554001916231,0.008014650483785041,0.00893198601787463
