fold,train_mse,test_mse,train_mse_dummy,test_mse_dummy
0,0.001447871682067871,0.003604099381419279,0.014158050311894339,0.0022032023958637433
1,0.0014768761046832575,0.001045601728473523,0.013892092729312654,0.012841505699130907
2,0.001473850594644319,0.0054295275667767375,0.014104203673845048,0.00435706791783522
3,0.0014463094597257202,0.000720702445334108,0.014204439669663232,0.00034762808510782107
4,0.0015218392103315622,3.4187557472557676e-05,0.014210606525872698,0.00010095383672917922
5,0.0015291416350280973,0.0005946088583260737,0.014197095649654701,0.0006413888854488344
6,0.0014978225477057655,0.00012162062562644685,0.014190818953172512,0.0008924567447366356
7,0.0015105803350898412,0.00016827267547464122,0.014117200387632685,0.0038371993663297386
8,0.001534878093509614,0.002185137677855412,0.014084544074480863,0.0051434518924024005
9,0.0015502135973404858,1.8896197130784454e-05,0.014205737510433764,0.000295714454286625
10,0.0015116612463742286,6.800135593220853e-05,0.014159823154166492,0.0021322887049776786
11,0.0014720169021734998,0.016402809921778047,0.014101009167801788,0.004484848159565803
12,0.000662489025190962,0.1753277084064763,0.014202703439143734,0.00041707730588774945
13,0.0012075695666778,0.0014289969084583345,0.014165430281018873,0.0019080036308822318
14,0.0011683733693171427,0.0014520264523512647,0.014213032395762513,3.919041136613584e-06
15,0.0010881327626585536,0.014153699445373836,0.013814126728226702,0.015960145742569126
16,0.0011342807469243228,0.00403810325777668,0.014183653577751807,0.0011790717615647885
17,0.0011683115951054497,0.0009775377450413473,0.014138190123144847,0.0029976099458432514
18,0.001172682881407203,0.001452576159243839,0.014115184325151566,0.003917841865574483
19,0.0011577465693727324,0.0003034054374160038,0.014203407836326346,0.00038890141858344973
20,0.0011584769080365696,0.0020949222449776614,0.014159630528786576,0.0021399937201742273
21,0.0011130379267045973,0.0012318425813936805,0.014143343571581118,0.0027914720083924136
22,0.0011304873012994436,0.002563258901887037,0.01403061386112964,0.007300660426451469
23,0.0011832110658649905,0.0004787707072481711,0.014122759652486416,0.003614828772180525
24,0.001180559491482047,0.00021485094188179645,0.014135816091332644,0.003092571218331325
25,0.001130243067366385,0.09404064332362605,0.009875293907841958,0.17351345855795886
26,0.0009571843386303639,0.07562706176066879,0.008641488998648087,0.2228656549257136
27,0.001327164731121489,0.004731380671289164,0.013500866742260333,0.028490545181223733
28,0.00113820774790776,0.0029778635938506426,0.014140359805717501,0.002910822642937043
29,0.001180863229276092,1.6395846088097186e-06,0.01419815013272837,0.0005992095625023316
30,0.0011612025090793328,6.797634176038002e-05,0.014212829871278226,1.2020020508082174e-05
31,0.001137272194467832,0.0012185827945930085,0.014208162223687811,0.0001987259241246742
32,0.0011056925209830875,0.0017650311154701205,0.014211989020464265,4.5654053066488073e-05
33,0.0012417695807540115,0.0003344357696478051,0.014213088086939517,1.6913940564788845e-06
34,0.0012141848870578162,0.004019571550495705,0.013631605144760415,0.023261009081220498
35,0.0011532305727553335,0.002543107762069987,0.014180022517441522,0.001324314173976246
36,0.00114556302984339,0.013107035362628663,0.014043357477650455,0.006790915765618926
37,0.0012047435896597515,0.0035062095519054486,0.01385067665849416,0.014498148531870782
38,0.001183529343494073,0.0002293784753987687,0.014181791804036883,0.0012535427101615984
39,0.0011609397667628543,0.014361325601462291,0.013604448647820807,0.02434726895880479
