,DATASET,METHOD,LABEL RANKING AVERAGE PRECISION,RECALL example based,PRECISION example based,MICRO RECALL,COVARAGE,MACRO F1,ONE ERROR,AUCROC MICRO,testTime,trainTime,F1 example based,AUPRC MICRO,SUBSET ACCURACY,MACRO RECALL,HAMMING LOSS example based,MICRO PRECISION,ACCURACY example-based,MACRO PRECISION,LABEL RANKING LOSS,MICRO F1
20,ABPM,RAkEL2,0.9404972565157753,0.9286008230452675,0.8763374485596707,0.9256965944272446,4.518518518518518,0.8145116253219679,0.04938271604938271,0.8992193583923722,1.267706274986267,2.9423468112945557,0.8911201966757523,0.921355092595209,0.4074074074074074,0.9007263529193353,0.1419753086419753,0.8691860465116279,0.8218106995884773,0.7888490164805955,0.1344650205761317,0.896551724137931
21,ABPM,RFDTBR,0.9832681755829906,0.9598765432098766,0.958641975308642,0.9566563467492261,4.111111111111111,0.846936797158036,0.0,0.9685749017075348,0.0281294584274292,0.5243840217590332,0.9542363671993301,0.9762817652136713,0.691358024691358,0.8385686438318017,0.05761316872427984,0.9566563467492261,0.9218106995884773,0.8624606387764282,0.027914951989026063,0.9566563467492261
22,ABPM,RFPCT,0.9801783264746228,0.9460905349794237,0.9349794238683128,0.9411764705882353,4.185185185185185,0.7839836867217042,0.0,0.9580143972345154,0.0009160041809082031,0.363,0.9327739475887623,0.9721884105487368,0.5679012345679012,0.792346607258888,0.08436213991769548,0.9325153374233128,0.8855967078189301,0.7772722372965294,0.03172153635116598,0.9368258859784283
23,ABPM,RSMLCC,0.9769032921810701,0.958641975308642,0.9623456790123456,0.9566563467492261,4.111111111111111,0.877862703430683,0.024691358024691357,0.9672073543657049,0.6452006101608276,0.908942461013794,0.9557550816810076,0.9711505851813742,0.6790123456790124,0.8681100900399147,0.05555555555555555,0.9596273291925466,0.923045267489712,0.8911757508248735,0.03326474622770919,0.958139534883721
24,ABPM,SSM,0.9480555555555554,0.9703703703703703,0.9532921810699588,0.9659442724458205,4.296296296296297,0.8877973784128602,0.0,0.9308248969591066,0.5478242635726929,0.703045129776001,0.9566467140541215,0.9386660032240399,0.7283950617283951,0.9407407407407408,0.05761316872427984,0.9483282674772037,0.9265432098765434,0.867185569557697,0.14351851851851852,0.9570552147239264
25,ABPM,TREMLC,0.9845164609053496,0.9623456790123457,0.9674897119341563,0.9597523219814241,4.098765432098766,0.8631091924698394,0.0,0.9760869152310585,0.9909873008728027,2.2043495178222656,0.9594498779683965,0.9823210393609665,0.7160493827160493,0.8411677341501904,0.04938271604938271,0.9657320872274143,0.929835390946502,0.9754310017467912,0.02143347050754458,0.9627329192546584
26,Arabic200,Ada300,0.789363866581339,0.5123643632210164,0.5523034456501047,0.4656947608200456,2.8863506567675614,0.5428416676647222,0.2841804683038264,0.9558806478185989,10.745956659317017,1140.5991320610046,0.5200418808300018,0.6336997904211046,0.4279840091376356,0.45484423254159323,0.020625356938892062,0.7899536321483771,0.49624405101846564,0.7140646799565791,0.03477828672857078,0.5859558612783033
27,Arabic200,BPNN,0.5312215602892384,0.3994136683799734,0.34219874357509994,0.36200455580865604,12.892061679040548,0.36547979951824466,0.5722444317532838,0.8385001366003944,5.020311594009399,539.2970578670502,0.35047401484865787,0.31073428750701226,0.19463163906339234,0.43708721208693857,0.03632781267846945,0.4098834210254823,0.30913763563677893,0.6408627480976297,0.24341348117528647,0.3844590671569576
28,Arabic200,BR,0.8162527403019604,0.7023072529982867,0.7085474966685703,0.659498861047836,3.320845231296402,0.6620131387452661,0.23380925185608226,0.9622758232074954,106.12252032756805,1139.9653224945068,0.6854700715237552,0.7297666449101519,0.5243860651056539,0.6362849914159889,0.017681324957167333,0.7467244403177551,0.6440586331620026,0.711590187832187,0.04006944267747117,0.7004064253919102
29,Arabic200,CC,0.5835671679675135,0.5925261755187513,0.6402627070245575,0.5483371298405467,19.645002855511137,0.6099584601311455,0.0,0.7717100197069194,124.06760787963867,944.8521013259888,0.6007125180169155,0.4434928961275389,0.48258138206739004,0.5331790957549462,0.018917761279268988,0.7829820452771272,0.5702722253950124,0.7410299389437105,0.4086929476592527,0.6449815122447887
30,Arabic200,CDE,0.7334407640078648,0.6959071007043595,0.6929183323814962,0.6591343963553531,12.241576242147344,0.6326290933690679,0.2509423186750428,0.8705386487456082,5.288540309906006,3647.521,0.674050746512197,0.6252192253266557,0.5091947458595089,0.6099927651258255,0.01821245002855511,0.7328538142032216,0.6314372739387017,0.6948285893023629,0.22676070272561002,0.6940420224503503
31,Arabic200,CDN,0.6708390839783287,0.5009975252236817,0.5270607272035027,0.4834624145785877,7.3596801827527125,0.5479207925264504,0.4528840662478584,0.9103437745591545,56.6546276807785,506.2032186985016,0.4946381659459901,0.4982121296749849,0.34357509994288976,0.5221579160703952,0.028989149057681324,0.5420369802839923,0.45561774224252805,0.6151039513024557,0.12567409244679373,0.5110768638027355
32,Arabic200,CLEMS,0.7330389868860049,0.6733618884446982,0.7398248619836283,0.6223234624145786,4.208109651627641,0.6444181020369983,0.3571673329525985,0.937907509462729,25.217865705490112,256.4655578136444,0.6895031410622501,0.6215457087724904,0.5629925756710451,0.5813203165621559,0.017567104511707596,0.7728867262645694,0.6569312773653151,0.741121453692355,0.06064673239855841,0.6894811225519888
33,Arabic200,CLR,0.8292494348944713,0.8220807157814582,0.5770226537216828,0.7917084282460136,2.3644774414620215,0.6529156799117759,0.22946887492861223,0.9765511379533041,669.9714534282684,1532.339614391327,0.6519670392428817,0.6883783519476969,0.23723586521987436,0.7684885858945003,0.02609651627641348,0.5590657573027924,0.546047972587093,0.5777124256638859,0.023274881437916093,0.6553531696647433
34,Arabic200,DEEP4,0.555021257694009,0.5612450028555112,0.5689701123167713,0.5265603644646925,20.45688178183895,0.34874114782615984,0.3986293546544831,0.7607350380431344,6378.128495643616,19070.12631778908,0.548054717032444,0.46665001406534934,0.41484865790976583,0.3436711678641764,0.021402055968018276,0.7153998514483784,0.5139824861983628,0.40417651721158887,0.439898261857443,0.6066236288248571
35,Arabic200,EBRJ48,0.8294607733931814,0.6850352179706833,0.6904721111745669,0.6433712984054669,2.7766990291262137,0.6348441522871264,0.23837806967447173,0.9748712757590455,36.037216544151306,4201.671972513199,0.6671458486307144,0.7480341250646774,0.501770416904626,0.6068543562528338,0.01869217589948601,0.7284638398844527,0.6244926708547497,0.6828307994749732,0.030770896264103155,0.6832784981614088
36,Arabic200,ECCJ48,0.7784793496686616,0.6901751380163716,0.7079383209594518,0.6445558086560365,7.151342090234152,0.6345838360808557,0.2545973729297544,0.9307485092560743,27.784037709236145,4386.421240329742,0.6787881754643605,0.6879520364524789,0.5157053112507138,0.6094439094131301,0.01897772701313535,0.7204399633363886,0.6366381115553017,0.6778108250429474,0.1159389809253947,0.6803885736270078
37,Arabic200,EPS,0.7818724262284965,0.6910660574909575,0.7257947839329907,0.6434624145785877,7.16070816676185,0.6213280818124544,0.2622501427755568,0.9293587130386143,124.91936957836151,1142.7981162071228,0.6901085094231867,0.7018021553064986,0.5444888635065677,0.5947015489874875,0.019257567104511708,0.7138380673203275,0.6524976204073862,0.6678304768593911,0.11715429182539705,0.6768257619321448
38,Arabic200,HOMER,0.032448616486868746,0.028126784694460307,0.0015267466209784885,0.03425968109339408,36.44157624214734,0.02818585206010208,0.9789834380354083,0.2362237458389928,98.16037678718567,1781.4342288970947,0.0028544415886297345,0.021101399794442637,0.0,0.04180494709338331,0.07013992004568818,0.026220362622036263,0.001496738896640816,0.02656453327167923,0.8933740059851004,0.0297057080782145
39,Arabic200,LP,0.664607525858241,0.6930839520274129,0.7345897582333906,0.6462870159453303,16.258252427184466,0.6461517821383153,0.0,0.8186111179660325,6797.256746172905,312.4830148220062,0.6944646596502678,0.46192240777437615,0.5441462021701885,0.6491530589403008,0.019865790976584807,0.6975806451612904,0.6554521225966115,0.6557952042097772,0.3091108956016227,0.6709549259802299
40,Arabic200,MBR,0.8014496198624408,0.7015248429468876,0.7073196268798783,0.6605922551252847,3.3883495145631066,0.6664344460977564,0.24328954882924048,0.9606031761732113,716.6350778341293,2513.6570909023285,0.6842612384759729,0.7081265981822045,0.520845231296402,0.6306934974459326,0.01761279268989149,0.7479624471267925,0.6421302113078241,0.7230275870009618,0.042812565433248344,0.7015676407973679
41,Arabic200,MLARM,0.7474770644170092,0.720411193603655,0.71075657447445,0.6776309794988611,9.503483723586521,0.6280978622146837,0.27892632781267845,0.897055089157904,14.264894485473633,11.521846055984497,0.6897696554349896,0.6440220394051063,0.5111364934323244,0.6377182203839155,0.021636207881210737,0.6480481003834089,0.6429555900029915,0.6281769462359602,0.16648968028838176,0.6625094650572358
42,Arabic200,MLkNN,0.5579214315101405,0.5945021892252046,0.6545402627070246,0.548246013667426,5.688863506567675,0.5933879408679663,0.606967447173044,0.9019290833604872,17.260129690170288,79.73062348365784,0.6093736912240625,0.42506466591059106,0.49720159908623646,0.5233495382042099,0.019163335237007424,0.7743886743886744,0.5805044736341138,0.7366821453605502,0.09307767707991639,0.6419845292077888
43,Arabic200,MLTSVM,0.3228796243416705,0.36631448695983243,0.3333999619265182,0.35097949886104785,27.21724728726442,0.4449368026062013,0.6585950885208453,0.6719935448465456,0.021930217742919922,6045.965183496475,0.33363792118789265,0.23755912292240794,0.22010279840091376,0.34554897072293356,0.027113078241005138,0.6188946015424165,0.3039596421092709,0.6594013967227832,0.637688619059039,0.4479330193615908
44,Arabic200,PCT,0.5496642777959224,0.4823091566723777,0.42014087188273364,0.4624145785876993,9.019988577955454,0.20570251246223642,0.5083952027412907,0.8746052886529005,0.0,7.9750000000000005,0.43216882869652706,0.45886914148639885,0.26693318103940605,0.21576212711700266,0.03572815533980583,0.43424317617866004,0.389562154959071,0.22209057418203834,0.1770923683461481,0.4478863295384344
45,Arabic200,PSt,0.8344901552244799,0.6878678850180849,0.702170188463735,0.6481093394077448,2.331239291833238,0.6544196413793502,0.2358652198743575,0.9814521702037221,2810.0509546995163,165.9468913078308,0.6759723695303363,0.7346615569904847,0.5222158766419189,0.6293936965269011,0.01839520274129069,0.7338285360569483,0.636537216828479,0.6959880172383434,0.022680308432855848,0.688310431585059
46,Arabic200,RAkEL2,0.6290175455295399,0.640013325718637,0.6553721682847897,0.597630979498861,17.667618503712166,0.6289893349954025,0.3214163335237007,0.796010034798938,1810.9969483613968,5049.364554166794,0.6294060536836094,0.47953403486823787,0.4905768132495717,0.5714424029362688,0.018829240434037692,0.7507153485177979,0.593483723586522,0.7179734404947927,0.36131032160954907,0.6654829545454545
47,Arabic200,RFDTBR,0.8300453284090994,0.6868970112316771,0.7118503712164478,0.6409111617312073,3.4438606510565393,0.6344181181696074,0.2358652198743575,0.9701017402154951,2.386321544647217,152.29802179336548,0.6794555492099752,0.759396654638292,0.5248429468874929,0.596360874852466,0.01822958309537407,0.7422180014772607,0.6395145631067961,0.6975590682122375,0.04355016976398743,0.6878544885585762
48,Arabic200,RFPCT,0.8179046562929969,0.6981096516276414,0.7139920045688178,0.6576765375854214,4.573158195316962,0.6238813150766361,0.2411193603655054,0.9589177834844298,0.018078327178955078,108.004,0.6871768513230534,0.7555297547734305,0.5340948029697316,0.5753312930175779,0.01768703597944032,0.7475919212843086,0.6479040548258138,0.7327439870001655,0.06699700954571855,0.6997576345128453
49,Arabic200,RSMLCC,0.8147096473804653,0.7080982295830953,0.7368551304016752,0.6597722095671982,4.5915476870359795,0.6419851119890977,0.23677898343803538,0.9579757389507202,185.73052144050598,661.841691493988,0.7022088058524382,0.7465762988040581,0.5420902341519132,0.6088242217101578,0.017932609937178753,0.7398589966281802,0.660915667237769,0.7296609525137236,0.06390784497120726,0.6975243232829208
50,Arabic200,SSM,0.6014788374896883,0.6147858366647629,0.6596421092708928,0.5716628701594533,18.88315248429469,0.5736109040243316,0.0,0.7808848656936259,5.2071293592453,549.4964809417725,0.6212488102036932,0.38586538271043447,0.4964020559680183,0.5188024174422754,0.023006853226727585,0.6515057113187954,0.5892233009708737,0.7165951457294589,0.38662368516767504,0.6089784033001698
51,Arabic200,TREMLC,0.770503952390011,0.6934589758233389,0.6788216257376737,0.6575854214123007,8.250371216447745,0.6298096653787026,0.25494003426613365,0.9184042758592673,35.24318981170654,1454.5691783428192,0.6636041989611379,0.6813483466264637,0.48406624785836666,0.6229425878340434,0.019203312392918333,0.7086606441476826,0.6172796497239672,0.684294299544512,0.14025168068332874,0.6821683444397183
52,bibtex,Ada300,0.47223126598032567,0.3391548670360396,0.45788780060519185,0.2968573046432616,38.756521739130434,0.25622351924553477,0.44448160535117054,0.8532591948275465,67.56431710720062,22681.737483024597,0.3619192580259605,0.3696592291115715,0.1642140468227425,0.19821808553037656,0.013005616204959929,0.6329610624811349,0.3059845416949981,0.469829381604008,0.13436234685197634,0.404163052905464
53,bibtex,BPNN,0.4343762801165609,0.3887402669084254,0.35705424174487715,0.36084371460928655,80.25919732441471,0.2745113644738326,0.5177257525083612,0.8104305872991008,15.111365914344788,2033.7664110660553,0.3394521401362626,0.2856905785506031,0.10334448160535117,0.27228952863192074,0.01936644159777876,0.35202320121530173,0.268982878991732,0.2910311957724597,0.3276905947117174,0.3563788885005243
54,bibtex,BR,0.34990907569664687,0.2848118551667145,0.2411981858720989,0.26132502831257076,63.08361204013378,0.2049517216572466,0.6879598662207358,0.8529808471146616,990.5739276409149,2224.275354385376,0.236325867951363,0.1835776710783223,0.06020066889632107,0.23001279217550175,0.02232388885383143,0.25493716337522443,0.18018081438748365,0.4137083234200821,0.21956504658115092,0.25809157637189795
55,bibtex,CC,0.24472558922045912,0.592978714238305,0.29788149951971304,0.562004530011325,97.2123745819398,0.34040090624931346,0.0304347826086957,0.766311203269254,1047.02610373497,2329.5570335388184,0.3547725958173677,0.13234180334901183,0.06421404682274247,0.492476469439066,0.035453608464272944,0.2239016411933901,0.260036082100572,0.3574866361866092,0.42348535794282366,0.3202258519862875
56,bibtex,CDE,0.4137738612159394,0.41209387957223875,0.43202670146650074,0.37839750849377124,109.36822742474916,0.2960373163166086,0.45183946488294313,0.7285731286658155,33.53395549201965,13965.633,0.38521167789955907,0.29984793660950526,0.13043478260869565,0.28798649630872797,0.01585999453103637,0.4591205771212642,0.3114523617681202,0.3444086917578047,0.5108152880717413,0.414868849914636
57,bibtex,CDN,0.23139866204807688,0.1702489358467619,0.12571009351109685,0.14354473386183467,83.89732441471573,0.10161744294617407,0.7762541806020067,0.7577772331002934,341.1174205541611,5116.74519443512,0.12275871729263842,0.09318182420377343,0.025418060200668897,0.08874547284165883,0.026417197787173177,0.1347866542602685,0.08706904299713662,0.24065199069174825,0.34473564265981727,0.13902790155618017
58,bibtex,CLEMS,0.18289881598142982,0.174111401883141,0.2786948558687689,0.16421291053227632,61.775585284280936,0.11797429949842621,0.8581939799331104,0.7493558942438425,53.186883330345154,6049.176489830017,0.19753101599255446,0.06645562590921979,0.06989966555183946,0.08759485679225358,0.013987926211059928,0.608604407135362,0.15914085417282348,0.27641682963847286,0.2520236389198159,0.25863991081382387
59,bibtex,CLR,0.46329306694367095,0.43735268706963565,0.3310144927536232,0.3941109852774632,26.441471571906355,0.3252597951434942,0.5247491638795987,0.9012487029122834,13131.59022796154,2774.7002844810486,0.34542247662058806,0.3054886910977703,0.042140468227424746,0.36848715682122746,0.019175027870680046,0.3653543307086614,0.2595876827939586,0.3659012419398244,0.09894023341090105,0.3791882320893489
60,bibtex,DEEP4,0.25756970084262365,0.2498852617970265,0.38804347826086955,0.2063986409966025,135.26421404682273,0.1259428801210746,0.5949832775919732,0.6029034807749432,5004.321251077652,16438.642825441362,0.2825567420902749,0.20380877840644882,0.1391304347826087,0.10127510170969868,0.012452409499169138,0.8227990970654627,0.24132975932848058,0.34800269417460433,0.7502000813773709,0.3300135808057945
61,bibtex,EBRJ48,0.5462214360107206,0.4769482953545023,0.4464188031239969,0.45328425821064555,39.283277591973246,0.33856530146283187,0.40100334448160535,0.897941239258076,420.06208205223083,38575.63636946678,0.4247438135684189,0.4388012610518261,0.14080267558528428,0.3557791019499824,0.016621442544330157,0.4421430544048605,0.3443314900923985,0.34451982569298395,0.13488202388482998,0.4476443450300573
62,bibtex,ECCJ48,0.4917928744884896,0.5277943890601278,0.39458604075651077,0.5089184597961495,83.95117056856188,0.3355177528077522,0.40401337792642145,0.808159057327205,264.9654414653778,42345.66353607178,0.4086279743456451,0.38715440281862035,0.11337792642140468,0.41912328324037457,0.0212742685261143,0.35107421875,0.32291738031196937,0.29142996960188194,0.3554916494595539,0.41551086453999075
63,bibtex,EPS,0.46644716689423665,0.4694936753575844,0.3795796353405049,0.41208946772366933,79.41103678929765,0.25368368594499074,0.45418060200668897,0.7986053583068133,208.84186244010925,11119.078820466995,0.3855020072829438,0.34850803476157627,0.11003344481605351,0.3084011481281054,0.019885993142760985,0.3544812469556746,0.304999558499952,0.24913951083502447,0.31994561010266637,0.38112071222833205
64,bibtex,HOMER,0.31634105125914447,0.2409139876179518,0.30633203812134374,0.1844563986409966,120.65150501672241,0.11105879041650955,0.5973244147157191,0.6652038047170449,179.4179368019104,285.3780641555786,0.2411590176080993,0.12348731663724918,0.13478260869565217,0.15380047441356257,0.02797374897456932,0.14738151792783621,0.20871868480622588,0.09085445348212765,0.6016148815050915,0.16384784658912294
65,bibtex,MBR,0.2650963083558107,0.2694726824042681,0.229708817752296,0.2361268403171008,80.6086956521739,0.127028991939153,0.7317725752508362,0.800491704357397,2346.5431884527206,5774.446918487549,0.22090178624436713,0.13961386299822853,0.0391304347826087,0.17924806276002475,0.024225405439515367,0.21414815765823597,0.161411009298964,0.25149594744385934,0.31904273046676196,0.22460109068874975
66,bibtex,MLARM,0.42326089140057765,0.38745158059637697,0.46718600084566203,0.3146942242355606,83.9819397993311,0.17825841299108264,0.5140468227424749,0.7685762453542503,84.8467173576355,2.279259204864502,0.36979156378083466,0.2889290992855347,0.17692307692307693,0.20887593352796116,0.023463957426221576,0.2603959236265667,0.3111951914024718,0.20458312826740654,0.36581279221270696,0.2849817319402603
67,bibtex,MLkNN,0.1614511667029702,0.16233028551442874,0.26738214683866857,0.1531710079275198,62.22207357859532,0.10996693588540808,0.8966555183946489,0.7444920658812132,27.041008830070496,121.43232917785645,0.1851732566949958,0.055460872275026336,0.06421404682274247,0.0789985533937763,0.013947960707599755,0.6250722125938764,0.1486923895939241,0.2741555366499183,0.25602174869436944,0.246048891415577
68,bibtex,MLTSVM,0.13376473389261206,0.18056643855630675,0.19620864043021444,0.18601359003397508,143.3,0.17601110099361025,0.8013377926421404,0.5907648627703151,0.09520304203033447,4418.6314651966095,0.164665137598025,0.08368880622303075,0.048494983277591976,0.1317961570656757,0.01651206327170232,0.38488576449912126,0.12929000553629538,0.34937655156918984,0.8216973916842025,0.25081122351593815
69,bibtex,PCT,0.016049396356906904,0.7871363227565273,0.011879418775015561,0.7835503963759909,133.60635451505016,0.023036590483613697,1.0,0.241520903852196,0.0,103.405,0.023221347055495,0.008894668057586203,0.0,0.8667117791370936,0.9609473927767611,0.012010415536508626,0.011861703273453695,0.011725247680949073,0.7459124912698583,0.023658193599678575
70,bibtex,PSt,0.537748672581428,0.48512509158928596,0.39937848383500557,0.4405436013590034,34.834782608695654,0.30289973143974663,0.4290969899665552,0.904576755545874,11631.396232247353,471.3924617767334,0.4048457996237747,0.42717389364947705,0.08795986622073579,0.32268218769601337,0.016997959655875982,0.4297748929705842,0.317037083350776,0.3948694181680952,0.10767940847563333,0.43509262495630896
